,prefix,input_text,target_text,doi
18737,,"After 18 to 36 months, 66% (95/143) of participants treated with sulphasalazine relapsed compared to 71% (110/155) in the placebo group (RR 0.88, 95% CI 0.56 to 1.38; I² = 38%; low certainty evidence).","After 18 to 36 months, 66% (95/143) of sulphasalazine participants relapsed compared to 71% (110/155) of placebo participants (low certainty evidence).",10.1002/14651858.CD008414.pub3
18738,,There was no evidence of a difference in clinical relapse rates when 5-ASA compounds were compared to purine antimetabolites.,"There was no difference in rates of side effects, serious side effects and withdrawal due to side effects when 5-ASA was compared to placebo.",10.1002/14651858.CD008414.pub3
18739,,"Commonly reported adverse events in the included studies were diarrhoea, nausea, increased liver function tests, pancreatitis, and abdominal pain.","Commonly reported side effects included diarrhoea, nausea, increased liver function tests, pancreatitis and abdominal pain.",10.1002/14651858.CD008414.pub3
18740,,5-ASA preparations are superior to placebo for the maintenance of surgically-induced clinical remission in patients with CD (moderate certainty).,5-ASA drugs are superior to placebo for maintaining surgically-induced remission of Crohn's disease (moderate certainty evidence).,10.1002/14651858.CD008414.pub3
18741,,"However, serious adverse events and withdrawals due to adverse events were more common in participants who received purine analogues than 5-ASA.","However, purine analogues lead to more serious side effects and discontinuation due to side effects than 5-ASA.",10.1002/14651858.CD008414.pub3
18742,,Blood loss during liver resection is considered one of the most important factors affecting the peri-operative outcomes of patients undergoing liver resection.,Blood loss during liver resection (partial removal of liver) is one of the important factors affecting the post-operative complications experienced by patients.,10.1002/14651858.CD007338.pub3
18743,,"There was no significant difference in the peri-operative mortality in any of the comparisons: low CVP versus no intervention (3 trials, 0/88 (0%) patients in the low CVP group versus 1/89 (1.1%) patients in the no intervention group); autologous blood donation versus no intervention (1 trial, 0/40 (0%) versus 0/39 (0%)); haemodilution versus no intervention (2 trials, 1/73 (1.4%) versus 3/77 (3.9%) in one of these trials); haemodilution with controlled hypotension versus no intervention (1 trial, 0/10 (0%) versus 0/10 (0%)); haemodilution with bovine haemoglobin (HBOC-201) versus haemodilution with hydroxy ethyl starch (HES) (1 trial, 1/6 (16.7%) versus 0/6 (0%)); hypoventilation versus no intervention (1 trial, 0/40 (0%) versus 0/39 (0%)).",There were no differences in the number of deaths or complications due to surgery in any of the comparisons.,10.1002/14651858.CD007338.pub3
18744,,None of the trials reported long-term survival or quality of life.,Long-term survival was not reported in any of the trials.,10.1002/14651858.CD007338.pub3
18745,,"There were no significant differences in the allogeneic transfusion requirements in the other comparisons which reported this outcome, such as low CVP versus no intervention, autologous blood donation versus control, and hypoventilation versus no intervention.",The other comparisons did not decrease the transfusion requirements.,10.1002/14651858.CD007338.pub3
18746,,"However, there is a high risk of type I (erroneously concluding that an intervention is beneficial when it is actually not beneficial) and type II errors (erroneously concluding that an intervention is not beneficial when it is actually beneficial) because of the few trials included, the small sample size in each trial, and the high risk of bias in the trials.","However, there is a high risk of type I errors (erroneously concluding that an intervention is beneficial when it is actually not beneficial) and type II errors (erroneously concluding that an intervention is not beneficial when it is actually beneficial) because of the few trials included and the small sample size in each trial, as well as the inherent risk of bias (systematic errors which can result in overestimation of the benefits and underestimation of the harms of the intervention).",10.1002/14651858.CD007338.pub3
18747,,Haemodilution shows promise in the reduction of blood transfusion requirements in liver resection surgery.,Haemodilution showed promise in the reduction of blood transfusion requirements in patients undergoing liver resections.,10.1002/14651858.CD007338.pub3
18748,,Further randomised clinical trials with low risk of bias and random errors that assess clinically important outcomes such as peri-operative mortality are necessary to assess any cardiopulmonary interventions aimed at decreasing blood loss and blood transfusion requirements in patients undergoing liver resections.,Further randomised clinical trials with low risk of bias (systematic errors) and low risk of play of chance (random errors) which assess clinically important outcomes (such as death and complications due to the operation) are necessary to assess cardiopulmonary interventions aimed at decreasing blood loss in liver resections.,10.1002/14651858.CD007338.pub3
18749,,Trials need to be designed to assess the effect of a combination of different interventions in liver resections.,Trials need to be designed to assess the effect of a combination of different interventions during liver resections.,10.1002/14651858.CD007338.pub3
18750,,"These findings speak against the routine use of enemas during labour, therefore, such practice should be discouraged.",Thus the evidence speaks against the routine use of enemas during labour.,10.1002/14651858.CD000330.pub4
18751,,"Very low-quality evidence from observational studies suggested that virologic, immunologic, and clinical monitoring led to more frequent switching, earlier switching, and switching at higher CD4 counts compared with immunologic and clinical monitoring.",There is little evidence that adding virologic monitoring to immunologic monitoring has benefits.,10.1002/14651858.CD008494
18752,,Further information on the studies currently reported in abstract form will provide insight.,"Further information on the studies, which are mostly currently reported in partial form, will give insight into this topic.",10.1002/14651858.CD008494
18753,,Ongoing studies addressing this topic likely will provide information to further clarify optimal monitoring strategies for guiding when to switch first-line therapy.,"Additionally, ongoing studies addressing when to switch likely will provide information to further clarify optimal monitoring strategies for guiding when to switch first-line therapy.",10.1002/14651858.CD008494
18754,,"Finally, cost-analysis studies will lend further insights into the applicability of these findings to low-resource settings.","Finally, cost-analysis studies will lend further insights into the relevance of these findings to low-resource settings.",10.1002/14651858.CD008494
18755,,"To determine the effects (benefits and harms) associated with deprescribing long-term PPI therapy in adults, compared to chronic daily use (28 days or greater).",Effects include both benefits and harms (e.g.,10.1002/14651858.CD011969.pub2
18756,,Chronic PPI use without reassessment contributes to polypharmacy and puts people at risk of experiencing drug interactions and adverse events (e.g.,Long-term PPI use contributes to medicine misuse and puts people at risk of experiencing unwanted drug interactions and side effects (e.g.,10.1002/14651858.CD011969.pub2
18757,,"Trial participants were aged 48 to 57 years, except for one trial that had a mean age of 73 years.","Participants were aged 48 to 57 years, except for one trial (average age of 73 years).",10.1002/14651858.CD011969.pub2
18758,,"There were insufficient data to make a conclusion regarding long-term benefits and harms of PPI discontinuation, although two trials (one on-demand trial and one abrupt discontinuation trial) reported endoscopic findings in their intervention groups at study end.",Very few data were available to make a conclusion regarding long-term benefits and harms of PPI reduction or discontinuation.,10.1002/14651858.CD011969.pub2
18759,,"We included 49 RCTs randomising 24,272 participants, with duration of one to eight years.","We included 49 trials randomising 24,272 participants, for one to eight years.",10.1002/14651858.CD012345.pub3
18760,,"Increasing PUFA intake probably has little or no effect on all-cause mortality (risk 7.8% vs 7.6%, risk ratio (RR) 0.98, 95% confidence interval (CI) 0.89 to 1.07, 19,290 participants in 24 trials), but probably slightly reduces risk of coronary heart disease events from 14.2% to 12.3% (RR 0.87, 95% CI 0.72 to 1.06, 15 trials, 10,076 participants) and cardiovascular disease events from 14.6% to 13.0% (RR 0.89, 95% CI 0.79 to 1.01, 17,799 participants in 21 trials), all moderate-quality evidence.","Increasing PUFA probably makes little or no difference (neither benefit nor harm) to our risk of death (moderate-quality evidence), and may make little or no difference to our risk of dying from cardiovascular disease (low-quality evidence).",10.1002/14651858.CD012345.pub3
18761,,"Increasing PUFA may slightly reduce risk of coronary heart disease death (6.6% to 6.1%, RR 0.91, 95% CI 0.78 to 1.06, 9 trials, 8810 participants) andstroke (1.2% to 1.1%, RR 0.91, 95% CI 0.58 to 1.44, 11 trials, 14,742 participants, though confidence intervals include important harms), but has little or no effect on cardiovascular mortality (RR 1.02, 95% CI 0.82 to 1.26, 16 trials, 15,107 participants) all low-quality evidence.","However, increasing PUFA probably slightly reduces our risk of heart disease events and of combined heart and stroke events (moderate-quality evidence).",10.1002/14651858.CD012345.pub3
18762,,"Increasing PUFA intake probably slightly reduces risk of coronary heart disease and cardiovascular disease events, may slightly reduce risk of coronary heart disease mortality and stroke (though not ruling out harms), but has little or no effect on all-cause or cardiovascular disease mortality.","Increasing PUFA may very slightly reduce risk of death due to heart disease, as well as stroke, but harm is possible (low-quality evidence).",10.1002/14651858.CD012345.pub3
18763,,"Amyotrophic lateral sclerosis (ALS), also known as motor neuron disease (MND), is the most common neurodegenerative disorder of the motor system in adults.","Amyotrophic lateral sclerosis (ALS), also known as motor neuron disease (MND), is the most common neurodegenerative disorder of the motor system in adults.",10.1002/14651858.CD005226.pub3
18764,,Pain in ALS is a frequent symptom especially in the later stages of disease and can have a pronounced influence on quality of life and suffering.,Pain is a frequent symptom and may have a pronounced impact on quality of life and suffering.,10.1002/14651858.CD005226.pub3
18765,,The search was run from inception until 18 November 2015.,The evidence is up-to-date to 18 November 2015.,10.1002/14651858.CD002787.pub3
18766,,"Nineteen trials, of which two were newly included in this update, involving 3044 participants, were included.","Nineteen trials, of which two were newly included in this update, involving 3044 participants, were included in this review.",10.1002/14651858.CD001708.pub2
18767,,There was considerable variation in the types of implants and techniques used for both internal fixation and arthroplasty in the included trials.,There were many different types of devices and methods used to place these devices for both treatments in the included trials.,10.1002/14651858.CD001708.pub2
18768,,"Schizophrenia and related disorders such as schizophreniform and schizoaffective disorder are serious mental illnesses characterised by profound disruptions in thinking and speech, emotional processes, behaviour and sense of self.","People with schizophrenia often experience profound disruptions in their speech, emotional processes, behaviour and sense of self.",10.1002/14651858.CD009555.pub2
18769,,"Clozapine is useful in the treatment of schizophrenia and related disorders, particularly when other antipsychotic medications have failed.","Clozapine is an antipsychotic drug that can be useful in treating schizophrenia, particularly when other antipsychotic medications have not worked.",10.1002/14651858.CD009555.pub2
18770,,"However, it is unclear what dose of clozapine is most effective with the least side effects.","It is unclear, however, what dose of clozapine is most effective with the least side effects.",10.1002/14651858.CD009555.pub2
18771,,"Each compared the effects of clozapine at very low dose (up to 149 mg/day), low dose (150 mg/day to 300 mg/day) and standard dose (301 mg/day to 600 mg/day).","Each compared the effects of clozapine at very low dose (up to 149 mg/day), low dose (150 mg/day to 300 mg/day) and standard dose (301 mg/day to 600 mg/day).",10.1002/14651858.CD009555.pub2
18772,,"BMI measurements were similar between groups in the short term, although weight gain was less at very low dose compared to standard dose in one study.","There was nothing to choose between standard, low and very low doses in terms of body mass index (BMI) measurements in the short term.",10.1002/14651858.CD009555.pub2
18773,,"BMI measurements were similar between groups in the short term, although weight gain was less at very low dose compared to standard dose in one study.","However, weight gain was greater in those receiving the standard dose compared to those receiving the low dose.",10.1002/14651858.CD009555.pub2
18774,,We found very little useful data and the evidence available is generally of low or very low quality.,Quality of evidence: For main outcomes the quality was low or very low.,10.1002/14651858.CD009555.pub2
18775,,"Mean pain was 40 points on a 0 to 100 point VAS scale (0 is no pain) with placebo, enriched Boswellia serrata reduced pain by a mean of 17 points (95% confidence interval (CI) 8 to 26); number needed to treat for an additional beneficial outcome (NNTB) 2; the 95% CIs did not exclude a clinically significant reduction of 15 points in pain.","Pain on a scale of 0 to 100 points (lower scores mean reduced pain):
- people who used 100 mg of enriched Boswellia serrata extract rated their pain 17 points lower (range 8 to 26 points lower) (17% absolute improvement) at 90 days compared with placebo;
- people who used enriched Boswellia serrata extract 100 mg rated their pain as 23 points;
- people who used a placebo preparation rated their pain as 40 points.",10.1002/14651858.CD002947.pub2
18776,,"Mean pain with placebo was 40.5 points on a VAS 0 to 100 scale (0 is no pain), ASU 300 mg reduced pain by a mean of 8.5 points (95% CI 1 to 16 points); NNTB 8.","Pain on a scale of 0 to 100 points (lower scores mean less pain):
- people who used ASU 300 mg rated their pain 8 points lower (1 to 16 points lower) on a 100 point scale (8% absolute improvement) at 3 to 12 months compared with placebo;
- people who used ASU 300 mg rated their pain as 33 points;
- people who used placebo rated their pain as 41 points.",10.1002/14651858.CD002947.pub2
18777,,"Function was estimated as 47 mm (0 to 100 mm scale, where 0 is no loss of function) with placebo, ASU 300 mg improved function by a mean of 7 mm (95% CI 2 to 12 mm); NNTB 5 (3 to 19).","Physical function on a scale of 0 to 100 mm scale (lower scores means better physical function):
- people who used ASU 300 mg rated their physical function 7 mm better (2 to 12 mm better) on a 100 mm scale (7% absolute improvement) at 3 to 12 months compared with placebo;
- people who used ASU 300 mg rated their physical function as 40 mm;
- people who used placebo rated their physical function as 47 mm.",10.1002/14651858.CD002947.pub2
18778,,Quality of life was not measured.,Quality of life was not measured.,10.1002/14651858.CD002947.pub2
18779,,Sepsis and septic shock are potentially life-threatening complications of infection that are associated with high morbidity and mortality in adults and children.,Sepsis and septic shock are complications of infection.,10.1002/14651858.CD010593.pub2
18780,,Fluid therapy is regarded as a crucial intervention during initial treatment of sepsis.,Fluid therapy is often used as an important intervention for initial treatment of sepsis in adults and children.,10.1002/14651858.CD010593.pub2
18781,,We identified no adult studies that met our selection criteria.,We identified no adult trials that met our inclusion criteria.,10.1002/14651858.CD010593.pub2
18782,,"This review included three paediatric RCTs (N = 3402), but we were able to extract data from only two of the three trials (n = 3288).",We included three trials involving 3402 children.,10.1002/14651858.CD010593.pub2
18783,,"Results of the two trials included in the analyses show that liberal fluid therapy may increase risk of in-hospital mortality by 38% (2 studies; N = 3288; RR 1.38, 95% CI 1.07 to 1.77; number needed to treat for an additional harmful outcome (NNTH) = 34; moderate-quality evidence) and may increase risk of mortality at follow-up (at four weeks) by 39% (1 study; N = 3141; RR 1.39, 95% CI 1.11 to 1.74; NNTH = 29; high-quality evidence).","Pooled results from two trials (involving 3288 children) show that liberal fluid therapy may increase risk of in-hospital death by 38%, and risk of death at four-week follow-up by 39%.",10.1002/14651858.CD010593.pub2
18784,,"We are uncertain whether there is a difference in adverse events between liberal and conservative fluid therapy because the single-study results are imprecise (organ dysfunction - hepatomegaly: RR 0.95, 95% CI 0.60 to 1.50; n = 147; low-quality evidence; organ dysfunction - need for ventilation: RR 1.17, 95% CI 0.83 to 1.65; n = 147; low-quality evidence; allergic reaction: RR 1.74, 95% CI 0.36 to 8.37; n = 3141; low-quality evidence; neurological sequelae: RR 1.03, 95% CI 0.61 to 1.75; n = 2983; low-quality evidence).",We are uncertain whether there is a difference in adverse events (i.e.,10.1002/14651858.CD010593.pub2
18785,,"We are uncertain whether there is a difference in adverse events between liberal and conservative fluid therapy because the single-study results are imprecise (organ dysfunction - hepatomegaly: RR 0.95, 95% CI 0.60 to 1.50; n = 147; low-quality evidence; organ dysfunction - need for ventilation: RR 1.17, 95% CI 0.83 to 1.65; n = 147; low-quality evidence; allergic reaction: RR 1.74, 95% CI 0.36 to 8.37; n = 3141; low-quality evidence; neurological sequelae: RR 1.03, 95% CI 0.61 to 1.75; n = 2983; low-quality evidence).","hepatomegaly, need for ventilation, allergic reaction, and neurological sequelae) between patients receiving liberal versus conservative fluid therapy.",10.1002/14651858.CD010593.pub2
18786,,Low- to high-quality evidence indicates that liberal fluid therapy might increase mortality among children with sepsis or septic shock in hospital and at four-week follow-up.,Low- to high-quality evidence shows that liberal fluid therapy may increase the death rate for children with sepsis or septic shock.,10.1002/14651858.CD010593.pub2
18787,,"Once published and assessed, three ongoing studies may alter the conclusions of this review.","Once published and assessed, the three 'ongoing' studies identified may alter the conclusions of this review.",10.1002/14651858.CD010593.pub2
18788,,"Our primary objective was to assess the effect of incentive spirometry (IS), compared to no such therapy or other therapy, on postoperative pulmonary complications and mortality in adults undergoing upper abdominal surgery.","We reviewed the evidence about the effect of incentive spirometry (IS), compared to no intervention or other therapy, to prevent postoperative pulmonary complications (for example, pneumonia, fever, death) in people following upper abdominal surgery.",10.1002/14651858.CD006058.pub3
18789,,"We included randomized controlled trials (RCTs) of IS in adult patients admitted for any type of upper abdominal surgery, including patients undergoing laparoscopic procedures.",We included adults (aged 18 years and above) admitted for any type of upper abdominal surgery.,10.1002/14651858.CD006058.pub3
18790,,We included 12 studies with a total of 1834 participants in this updated review.,We found 12 studies with a total of 1834 participants.,10.1002/14651858.CD006058.pub3
18791,,"The methodological quality of the included studies was difficult to assess as it was poorly reported, so the predominant classification of bias was 'unclear'; the studies did not report on compliance with the prescribed therapy.",The quality of the included studies was uncertain because of poor reporting in the published articles.,10.1002/14651858.CD006058.pub3
18792,,There is low quality evidence regarding the lack of effectiveness of incentive spirometry for prevention of postoperative pulmonary complications in patients after upper abdominal surgery.,There is low quality evidence showing a lack of effectiveness of incentive spirometry for prevention of postoperative pulmonary complications in patients after upper abdominal surgery.,10.1002/14651858.CD006058.pub3
18793,,This review underlines the urgent need to conduct well-designed trials in this field.,This review underlines the urgent need to conduct well-designed trials in this field.,10.1002/14651858.CD006058.pub3
18794,,"Epilepsy is a common neurological condition, characterised by recurrent seizures.",Epilepsy is a common neurological (brain) condition that is characterised by repeated seizures.,10.1002/14651858.CD009472.pub4
18795,,"Most people respond to conventional antiepileptic drugs, however, around 30% will continue to experience seizures, despite treatment with multiple antiepileptic drugs.","Most people respond well to conventional antiepileptic medicines, however, about 30% continue to have seizures.",10.1002/14651858.CD009472.pub4
18796,,"Sulthiame, also known as sultiame, is a widely used antiepileptic drug in Europe and Israel.",Sulthiame is an antiepileptic drug that is used widely in some European countries and in Israel.,10.1002/14651858.CD009472.pub4
18797,,"This trial was funded by DESITIN Pharma, Germany.",This trial was funded by DESITIN Pharma (Germany).,10.1002/14651858.CD009472.pub4
18798,,"The number of infants experiencing one or more adverse events was not significantly different between the two treatment groups (RR 0.85, 95% CI 0.44 to 1.64; very low-certainty evidence; P = 0.63).",The same number of infants experienced one or more adverse effects in both groups (9 in each).,10.1002/14651858.CD009472.pub4
18799,,"Somnolence was more prevalent amongst infants randomised to add-on sulthiame compared to placebo, but again, the difference was not statistically significant (RR 3.40, 95% CI 0.42 to 27.59; very low-certainty evidence; P = 0.25).","More infants experienced somnolence (drowsiness) when they received add-on sulthiame (4/20), compared to those who received add-on placebo (1/17), but again, this was not statistically significant.",10.1002/14651858.CD009472.pub4
18800,,This is an update of a previously published review.,This is an update of a previously published review.,10.1002/14651858.CD001912.pub4
18801,,"As the studies reviewed lasted six years or less, conclusions cannot be drawn about the long-term effects of prophylaxis.",Studies lasted for a maximum of six years.,10.1002/14651858.CD001912.pub4
18802,,"Anti-staphylococcal antibiotic prophylaxis leads to fewer children having isolates of Staphylococcus aureus, when commenced early in infancy and continued up to six years of age.",The review found some evidence that giving regular antibiotics to young children (continued up to six years of age) leads to fewer infections with Staphylococcus aureus.,10.1002/14651858.CD001912.pub4
18803,,"As the studies reviewed lasted six years or less, conclusions cannot be drawn about the long-term effects of prophylaxis.","Since none of the studies lasted longer than six years, we can't draw any conclusions about long-term use.",10.1002/14651858.CD001912.pub4
18804,,"The two older included studies generally had a higher risk of bias across all domains, but in particular due to a lack of blinding and incomplete outcome data, than the two more recent studies.",We judged that the two older studies had a higher risk of bias overall compared to the two newer studies.,10.1002/14651858.CD001912.pub4
18805,,"We only regarded the most recent study as being generally free of bias, although even here we were not certain of the effect of the per protocol analysis on the study results.","Only the newest study seemed to be free of bias, although even here we were not certain if the study results were affected by the way the data were analysed.",10.1002/14651858.CD001912.pub4
18806,,"All three trials, which were over 15 years old, were methodologically flawed with unclear or high risk of bias.","The studies, which were all over 15 years old, were prone to bias.",10.1002/14651858.CD009030.pub2
18807,,None of the studies reported on self assessment of function.,None of the studies reported any self assessment of function by participants.,10.1002/14651858.CD009030.pub2
18808,,One trial compared unrestricted mobility with immobilisation; one trial compared protected mobilisation with immobilisation; and the remaining trial compared immobilisation for one week versus three weeks.,One study compared unrestricted mobility with immobilisation.,10.1002/14651858.CD009030.pub2
18809,,One trial compared unrestricted mobility with immobilisation; one trial compared protected mobilisation with immobilisation; and the remaining trial compared immobilisation for one week versus three weeks.,The remaining study compared immobilisation for one week versus three weeks.,10.1002/14651858.CD009030.pub2
18810,,"None of these trials found statistically significant differences between their intervention groups in various measures of poor outcome, pain and range of movement at six months follow-up.","None of these trials found important differences between their intervention groups in various measures of poor outcome, pain and range of movement at six months follow-up.",10.1002/14651858.CD009030.pub2
18811,,"There is insufficient evidence from trials testing the need for, and the extent and duration of, immobilisation to inform on the key conservative management decisions for treating hyperextension injuries of the proximal interphalangeal joints.","We concluded that there was a lack of robust evidence to inform on the need for, and the extent and duration of, immobilisation for these injuries.",10.1002/14651858.CD009030.pub2
18812,,"The addition of supplemental oxygen during exercise training may enable individuals with COPD to tolerate higher levels of activity with less exertional symptoms, ultimately improving quality of life.",Use of oxygen during exercise may provide additional benefit.,10.1002/14651858.CD005372.pub2
18813,,"To determine how supplemental oxygen in comparison to control (compressed air or room air) during the exercise-training component of a pulmonary rehabilitation program affects exercise capacity, dyspnea and health-related quality of life in individuals with COPD.",We conducted a review to determine the effectiveness of adding oxygen to exercise training in comparison to exercise training without oxygen supplementation in people with COPD.,10.1002/14651858.CD005372.pub2
18814,,"This review provides little support for oxygen supplementation during exercise training for individuals with COPD, but the evidence is very limited.","From the evidence to date, it is not possible to determine whether individuals with COPD should use oxygen during exercise training.",10.1002/14651858.CD005372.pub2
18815,,The global prevalence of childhood and adolescent obesity is high.,The number of children and teenagers with obesity is high worldwide.,10.1002/14651858.CD009728.pub4
18816,,We included 18 studies (59 records) of 2384 children and adolescents with obesity or overweight.,The review authors found 18 studies which included a total of 2384 children and teenagers with obesity.,10.1002/14651858.CD009728.pub4
18817,,"Eight studies delivered physical activity interventions, seven studies combined physical activity programmes with healthy lifestyle education, and three studies delivered dietary interventions.","Eight studies offered physical activity interventions, seven studies combined physical activity programmes with healthy lifestyle education, and three studies offered dietary changes.",10.1002/14651858.CD009728.pub4
18818,,The studies took place in 10 different countries.,The studies took place in 10 different countries.,10.1002/14651858.CD009728.pub4
18819,,None of the studies reported data on additional educational support needs and adverse events.,None of the studies reported on additional educational support needs and harmful events.,10.1002/14651858.CD009728.pub4
18820,,"There was a moderate difference in the average achievement across subjects taught at school favouring interventions targeting the improvement of the school food environment compared to standard practice in adolescents with obesity (SMD 0.46, 95% CI 0.25 to 0.66; 2 studies, 382 adolescents, low-quality evidence), but not with overweight.","Our findings indicate that changing knowledge about nutrition, and changing the food offered in schools can lead to moderate improvements in general school achievement of teenagers with obesity, when compared to standard school practice.",10.1002/14651858.CD009728.pub4
18821,,"Replacing packed school lunch with a nutrient-rich diet in addition to nutrition education did not improve mathematics (MD -2.18, 95% CI -5.83 to 1.47; scale range 0 to 69; SMD -0.26, 95% CI -0.72 to 0.20; 1 study, 76 children, low-quality evidence) and reading achievement (MD 1.17, 95% CI -4.40 to 6.73; scale range 0 to 108; SMD 0.13, 95% CI -0.35 to 0.61; 1 study, 67 children, low-quality evidence).",Replacing packed school lunch with a nutrient-rich diet plus nutrition education did not improve mathematics and reading achievement of children with obesity.,10.1002/14651858.CD009728.pub4
18822,,Myelodysplastic syndromes (MDS) are a heterogeneous group of haematological diseases which are characterised by a uni- or multilineage dysplasia of haematological stem cells.,"Background
Myelodysplastic syndromes are a heterogeneous group of blood cancers which are characterised by the malproduction of one or more lineages of blood stem cells.",10.1002/14651858.CD009310.pub2
18823,,Standard treatment is supportive care of the arising symptoms including red blood cell transfusions or the administration of erythropoiesis-stimulating agents (ESAs) in the case of anaemia or the treatment with granulocyte (G-CSF) and granulocyte-macrophage colony stimulating factors (GM-CSF) in cases of neutropenia.,"Standard treatment in older and low-risk patients is restricted to low-dose chemotherapy and supportive care (blood transfusions and haematopoietic growth factors such as ESAs, stimulating red blood cells and G-CSF and GM-CSF, stimulating white blood cells).",10.1002/14651858.CD009310.pub2
18824,,"Five RCTs (N = 337) assessed the efficacy of G-CSF in combination with standard therapy (supportive care, chemotherapy or erythropoietin).","Key results
Five trials evaluated G-CSF in addition to standard care (N = 337).",10.1002/14651858.CD009310.pub2
18825,,"There is no evidence for a difference for overall survival (hazard ratio (HR) 0.80, 95% confidence interval (CI) 0.44 to 1.47), progression-free survival (only P value provided), progression to AML, incidence of infections and number of red blood transfusions (average number of 12 red blood cell transfusions in each arm).","There was no evidence for a difference between ""additional G-CSF"" and ""standard care only"" in terms of overall survival, progression-free survival, time to progression to AML, infections, and incidence of blood product transfusions.",10.1002/14651858.CD009310.pub2
18826,,Data about quality of life and serious adverse events were not reported in any of the included trials.,Quality of life and serious adverse events were not reported at all.,10.1002/14651858.CD009310.pub2
18827,,Two RCTs (N = 149) evaluated GM-CSF in addition to standard therapy (chemotherapy).,Two trials assessed GM-CSF in addition to standard care only (N = 149).,10.1002/14651858.CD009310.pub2
18828,,Time to progression to AML and quality of life were not reported at all.,Time to progression to acute leukaemia and quality of life were not reported at all.,10.1002/14651858.CD009310.pub2
18829,,"Moreover, we identified two cross-over trials, including 244 patients and evaluating GM-CSF versus placebo, without publishing results for each arm before crossing over.","In addition, we identified two trials evaluating 244 patients without publishing results for each trial arm before all patients could receive GM-CSF (cross-over design).",10.1002/14651858.CD009310.pub2
18830,,"In addition, we identified two ongoing studies, one of which was discontinued due to withdrawal of pharmaceutical support, the other was terminated early, both without publishing results.","Moreover, we identified two trials, of which both have been terminated early, without publishing any results in both cases.",10.1002/14651858.CD009310.pub2
18831,,"Although we identified seven trials with a total number of 486 patients, and two unpublished, prematurely finished studies, this systematic review mainly shows that there is a substantial lack of data, which might inform the use of G-CSF and GM-CSF for the prevention of infections, prolonging of survival and improvement of quality of life.","Although we identified seven trials with a total number of 486 patients, two cross-over trials and two unpublished, prematurely finished studies, this systematic review mainly shows that there is a substantial lack of data, which might rectify the use of G-CSF and GM-CSF for the prevention of infections, prolonging of survival or improvement of quality of life.",10.1002/14651858.CD009310.pub2
18832,,"We judged the quality of evidence for all these outcomes as very low, due to very high imprecision and potential publication bias, as three trials were published as abstracts only.","Quality of evidence for all the G-CSF analyses is very low, due to very high imprecision and potential publication bias (three trials have not been reported as full-text, although they were published as abstracts several years ago).",10.1002/14651858.CD009310.pub2
18833,,"We judged the quality of evidence for all these outcomes as very low, due to very high imprecision and potential publication bias, as three trials were published as abstracts only.","The quality of the evidence for all GM-CSF analyses was graded as low, due to very high imprecision.",10.1002/14651858.CD009310.pub2
18834,,Medication-related osteonecrosis of the jaw (MRONJ) is a severe adverse reaction experienced by some individuals to certain medicines commonly used in the treatment of cancer and osteoporosis (e.g.,Medication-related osteonecrosis of the jaw (MRONJ) is severe bone damage in the jaw bone that occurs in some people as an adverse reaction to certain medicines commonly used in the treatment of cancer and osteoporosis (a disease that makes bones fragile).,10.1002/14651858.CD012432.pub2
18835,,Medication-related osteonecrosis of the jaw (MRONJ) is a severe adverse reaction experienced by some individuals to certain medicines commonly used in the treatment of cancer and osteoporosis (e.g.,MRONJ occurs rarely in people taking some medicines for osteoporosis.,10.1002/14651858.CD012432.pub2
18836,,To determine the clinical effects of various clozapine combination strategies with antipsychotic drugs in people with treatment-resistant schizophrenia both in terms of efficacy and tolerability.,"Clozapine is often used in combination with other antipsychotic medicines for treatment-resistant schizophrenia, and this review investigated the clinical effects and safety of various clozapine combinations.",10.1002/14651858.CD006324.pub3
18837,,"Clozapine plus ziprasidone versus clozapine plus quetiapine
One study found, in the medium term, a superior effect for ziprasidone combination compared with quetiapine combination for clinically significant response in mental state (> 50% reduction PANSS: 1 RCT, n = 63, RR 0.54, 95% CI 0.35 to 0.81, low quality evidence), global state (CGI - Severity score: 1 RCT, n = 60, MD -0.70, 95% CI -1.18 to -0.22, low quality evidence) and mental state (PANSS total score: 1 RCT, n = 60, MD -12.30, 95% CI -22.43 to -2.17, low quality evidence).",Ziprasidone versus quetiapine combination: the ziprasidone combination was more effective in improving both mental and global state than the quetiapine combination.,10.1002/14651858.CD006324.pub3
18838,,"The reliability of results from this review is limited, evidence is of low or very low quality.",The reliability of the evidence is questionable and was noted to be low or very low quality.,10.1002/14651858.CD006324.pub3
18839,,The objective of this review is to evaluate the accuracy of two alternative imaging tests - the dimercaptosuccinic acid renal scan (DMSA) and renal-bladder ultrasound (RBUS) - in diagnosing VUR and high-grade VUR (Grade III-V VUR).,The authors compared the accuracy of two other imaging tests (ultrasound and DMSA renal scan) to see whether these could replace the VCUG test.,10.1002/14651858.CD010657.pub2
18840,,"Although a child with a negative DMSA test has an < 1% probability of having high-grade VUR, performing a screening DMSA will result in a large number of children falsely labelled as being at risk for high-grade VUR.","Although the DMSA scan seems to be good at ruling out high-grade VUR, it falsely labels many children as being at risk for high-grade VUR.",10.1002/14651858.CD010657.pub2
18841,,"Accordingly, the usefulness of the DMSA as a screening test for high-grade VUR should be questioned.","Accordingly, DMSA does not appear to be useful as a screening test.",10.1002/14651858.CD010657.pub2
